"ID","Player","Team","Position","Prim Pos","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","TK/GV","Cor"
"*03dug*","Tony DeAngelo","NYI","D","D","207","TommyG10","30","1,100,000","BID","58.09","54%","-4%","72","33","5","28","38","41","139","6","30","67","0.20","101"
"*01c32*","Brayden Schenn","NYI","F","F","208","btsay45","34","2,000,000","BID","58.09","40%","+3%","76","0","17","21","55","66","111","9","168","41","0.35","-108"
"*03wor*","Mason Marchment","CBJ","F","F","209","CHKY","30","1,500,000","BID","58.04","42%","-1%","63","0","18","23","59","54","109","7","79","26","0.31","38"
"*04abd*","Artem Zub","OTT","D","D","210","CHKY","30","1,000,000","FA","57.82","19%","-2%","76","28","4","24","32","55","84","0","65","109","0.32","40"
"*03w5m*","Gabriel Vilardi","WPG","F","F","211","BHHC","26","3,300,000","BID","57.73","87%","-1%","76","0","28","34","90","22","142","20","19","35","0.23","-18"
"*05gvo*","Matvei Michkov","PHI","F","F","212","Lsleeves","21","13,050,000","BID","57.68","77%","0%","76","0","17","26","60","69","148","12","32","18","0.24","23"
"*051lz*","Shane Pinto","OTT","F","F","213","nbracken","25","1,000,000","FA","57.57","60%","-4%","67","0","21","20","62","42","148","7","87","48","0.45","-23"
"*02ybl*","Valeri Nichushkin","COL","F","F","214","mcianfra","31","1,800,000","BID","57.55","77%","-1%","66","0","15","30","60","24","147","4","54","23","0.43","287"
"*02npq*","Adam Pelech","NYI","D","D","215","FA","31","1,000,000","FA","57.55","7%","+1%","78","15","4","11","19","48","114","2","64","122","0.46","112"
"*03169*","Alexander Wennberg","SJS","F","F","216","FA","31","1,000,000","FA","57.43","32%","+4%","74","0","18","34","70","18","89","16","27","87","0.62","-72"
"*04f75*","Noah Cates","PHI","F","F","217","TommyG10","27","1,000,000","FA","57.41","32%","+2%","77","0","17","26","60","42","120","9","92","49","0.64","-52"
"*03dms*","Kevin Fiala","LAK","F","F","218","SPG","29","3,600,000","BID","57.36","72%","-1%","56","0","18","22","58","34","147","17","39","24","0.25","146"
"*04lc5*","Jack McBain","UTA","F","F","219","SPG","26","2,000,000","BID","57.32","24%","-2%","75","0","9","16","34","84","106","2","271","43","0.18","150"
"*03nfr*","Evan Rodrigues","FLA","F","F","220","btsay45","32","1,000,000","BID","57.3","19%","-1%","69","0","11","20","42","38","160","6","63","26","0.66","190"
"*031nx*","Shea Theodore","VGK","D","D","221","HeatDady","30","7,300,000","BID","57.29","90%","-2%","65","37","9","28","46","20","120","5","2","84","0.23","200"
"*01f3d*","Oliver Ekman-Larsson","TOR","D","D","222","sweinste","34","1,000,000","BID","57.26","65%","-3%","73","38","8","30","46","58","104","8","82","66","0.16","-143"
"*003tz*","Brent Burns","COL","D","D","223","btsay45","41","1,200,000","BID","57.23","60%","-1%","75","31","11","20","42","28","158","1","19","84","0.16","280"
"*05gtp*","Dawson Mercer","NJD","F","F","224","FA","24","1,000,000","FA","56.97","47%","0%","77","0","18","21","57","33","146","9","31","46","0.36","109"
"*04yu5*","Thomas Harley","DAL","D","D","225","nbracken","24","8,500,000","BID","56.95","93%","-1%","65","33","6","27","39","22","102","6","37","141","0.43","-141"
"*05kdw*","Ridly Greig","OTT","F","F","226","Wags8210","23","1,000,000","FA","56.88","24%","-3%","72","0","12","21","45","81","123","3","88","50","0.40","58"
"*03ret*","A.J. Greer","FLA","F","F","227","FA","29","1,000,000","FA","56.78","14%","+1%","73","0","15","13","43","113","94","0","189","27","0.19","154"
"*03pax*","Ivan Provorov","CBJ","D","D","228","sweinste","29","1,000,000","BID","56.42","34%","-1%","77","30","9","21","39","30","142","5","27","130","0.25","-102"
"*03e7p*","Travis Sanheim","PHI","D","D","229","Gavitron","30","6,200,000","BID","56.29","56%","+1%","77","35","10","25","45","20","90","6","43","142","0.23","-75"
"*04l8w*","Parker Kelly","COL","F","F","230","FA","26","1,000,000","FA","56.25","19%","+4%","75","0","19","14","52","26","93","1","172","53","0.34","195"
"*05j3d*","Bobby McMann","SEA","F","F","231","SPG","29","1,000,000","FA","56.15","48%","+1%","71","0","27","17","71","32","158","6","154","26","0.49","-154"
"*02440*","Anders Lee","NYI","F","F","232","Lsleeves","35","4,100,000","BID","56.06","37%","+1%","78","0","19","23","61","39","190","8","86","35","0.18","53"
"*0042t*","Claude Giroux","OTT","F","F","233","Gavitron","38","1,000,000","BID","56.04","49%","-5%","77","0","12","32","56","22","124","11","65","26","0.43","163"
"*031nw*","Michael McCarron","MIN","F","F","234","FA","31","1,000,000","FA","56.03","11%","0%","74","0","6","9","21","91","98","1","199","75","0.67","-82"
"*06snb*","Benjamin Kindel","PIT","F","F","235","HeatDady","18","0","MNR","56.02","42%","0%","75","0","17","17","51","18","149","12","30","57","0.30","112"
"*02noq*","Mike Matheson","MTL","D","D","236","mertin","32","1,200,000","BID","56","77%","-1%","74","37","7","30","44","28","106","3","58","143","0.27","-231"
"*04amd*","Peyton Krebs","BUF","F","F","237","FA","25","1,000,000","FA","55.97","23%","-4%","77","0","11","26","48","76","86","1","185","38","0.38","-89"
"*04apb*","Robert Thomas","STL","F","F","238","mcianfra","26","5,300,000","BID","55.78","90%","0%","57","0","18","35","71","22","88","16","10","37","0.32","45"
"*01ztp*","Zach Hyman","EDM","F","F","239","mcianfra","33","1,400,000","BID","55.68","95%","-1%","57","0","31","20","82","28","158","14","53","18","0.31","83"
"*01f3c*","Evander Kane","VAN","F","F","240","sweinste","34","1,100,000","BID","55.67","39%","-1%","71","0","13","18","44","92","171","6","111","28","0.23","-135"
"*042t2*","Logan Stanley","BUF","D","D","241","CHKY","27","1,000,000","FA","55.55","27%","-2%","72","23","9","14","32","126","91","1","109","81","0.26","-97"
"*03rik*","Troy Terry","ANA","F","F","242","TommyG10","28","1,000,000","BID","55.36","85%","-1%","56","0","18","36","72","14","139","13","0","15","0.51","151"
"*05yn2*","Fraser Minten","BOS","F","F","243","nbracken","21","0","MNR","55.24","40%","-1%","78","0","17","17","51","20","113","4","134","50","0.68","6"
"*02np6*","Jake McCabe","TOR","D","D","244","nbracken","32","1,000,000","FA","55.21","34%","-1%","75","24","5","19","29","64","73","0","99","183","0.30","-312"
"*05gd8*","Mason McTavish","ANA","F","F","245","CHKY","23","5,000,000","BID","55.18","67%","-1%","70","0","15","21","51","42","132","9","89","31","0.29","93"
"*02wy7*","Pavel Buchnevich","STL","F","F","246","HeatDady","30","1,100,000","BID","55.14","53%","+1%","74","0","17","27","61","26","133","14","27","35","0.42","20"
"*04843*","Mathieu Olivier","CBJ","F","F","247","Gavitron","29","2,800,000","BID","55.07","27%","-1%","61","0","15","11","41","101","93","0","209","42","0.52","-11"
"*02noe*","Morgan Rielly","TOR","D","D","248","Lsleeves","32","2,300,000","BID","54.85","82%","-3%","73","35","10","25","45","25","133","6","31","107","0.23","-101"
"*02fq4*","Nick Cousins","OTT","F","F","250","FA","32","1,000,000","FA","54.69","6%","-1%","76","0","9","13","31","90","74","0","165","39","0.38","88"
"*02b3w*","Boone Jenner","CBJ","F","F","251","btsay45","32","1,500,000","BID","54.62","43%","-1%","62","0","11","24","46","42","118","4","136","60","0.29","22"
"*025by*","Ben Chiarot","DET","D","D","253","HeatDady","34","1,000,000","FA","54.57","23%","-1%","77","12","5","7","17","69","96","0","163","155","0.35","-242"
"*064r2*","Ivan Demidov","MTL","F","F","254","Lsleeves","20","0","MNR","54.47","91%","-1%","77","0","17","43","77","28","115","18","28","25","0.33","-85"
"*051um*","Arseny Gritsyuk","NJD","F","F","255","BHHC","25","0","MNR","54.38","31%","0%","66","0","13","18","44","26","149","5","58","18","0.52","321"
"*02422*","Ryan Nugent-Hopkins","EDM","F","F","256","TommyG10","32","1,100,000","BID","54.33","89%","-2%","67","0","18","35","71","19","122","28","24","29","0.32","18"
"*03yuf*","Eeli Tolvanen","SEA","F","F","257","SPG","26","1,800,000","BID","54.07","39%","-2%","72","0","12","24","48","28","127","14","177","79","0.33","-275"
"*04ezy*","Morgan Frost","CGY","F","F","258","Lsleeves","26","1,000,000","BID","54","25%","0%","76","0","21","20","62","28","128","15","53","37","0.40","15"
"*02wy3*","Elias Lindholm","BOS","F","F","259","nbracken","31","1,100,000","BID","53.9","62%","-1%","65","0","17","30","64","36","111","20","39","58","0.29","-55"
"*02jrw*","Yanni Gourde","TBL","F","F","261","FA","34","1,000,000","FA","53.54","10%","0%","76","0","9","19","37","60","111","0","101","28","0.33","108"
"*05r50*","Mackie Samoskevich","FLA","F","F","262","TommyG10","23","1,000,000","BID","53.46","35%","0%","72","0","10","17","37","30","149","10","134","31","0.21","236"
"*01gjn*","Erik Haula","NSH","F","F","263","FA","35","1,000,000","FA","53.28","16%","-1%","76","0","12","22","46","54","119","13","105","44","0.25","-47"
"*02zpp*","Viktor Arvidsson","BOS","F","F","264","Wags8210","32","1,000,000","FA","53.21","45%","+3%","66","0","24","27","75","24","169","9","23","34","0.28","-24"
"*05tas*","Olen Zellweger","ANA","D","D","265","mertin","22","1,000,000","BID","53.03","48%","-1%","75","22","7","15","29","34","118","3","32","85","0.30","179"
"*042vl*","Jordan Kyrou","STL","F","F","266","Wags8210","27","3,000,000","BID","53.03","70%","0%","65","0","17","24","58","6","161","13","13","23","0.48","173"
"*05kua*","Emil Heineman","NYI","F","F","267","SPG","24","1,000,000","FA","52.78","48%","0%","78","0","21","9","51","14","169","3","242","52","0.19","10"
"*02nof*","Hampus Lindholm","BOS","D","D","268","Lsleeves","32","1,000,000","FA","52.58","21%","-1%","64","24","4","20","28","58","97","4","12","102","0.33","-23"
"*05gd7*","Cole Sillinger","CBJ","F","F","269","FA","22","1,000,000","FA","52.47","21%","0%","76","0","8","25","41","37","128","1","105","42","0.52","-37"
"*03y54*","Michael Carcone","UTA","F","F","270","FA","29","1,000,000","FA","52.39","8%","-1%","73","0","15","13","43","20","139","4","138","16","0.34","228"
"*04n4n*","Rasmus Sandin","WSH","D","D","271","sweinste","26","3,200,000","BID","52.37","30%","0%","71","29","5","24","34","12","88","1","84","122","0.35","-111"
"*04f0y*","Mario Ferraro","SJS","D","D","272","FA","27","1,000,000","FA","52.35","19%","0%","75","21","6","15","27","33","83","0","123","137","0.37","-258"
"*02npj*","Jordan Martinook","CAR","F","F","273","FA","33","1,000,000","FA","52.33","6%","0%","73","0","12","14","38","33","107","3","111","46","0.34","341"
"*050rc*","Dmitry Voronkov","CBJ","F","F","274","Wags8210","25","1,300,000","BID","52.28","49%","-2%","63","0","17","15","49","59","110","9","105","27","0.22","82"
"*02npz*","Esa Lindell","DAL","D","D","276","CHKY","31","1,000,000","FA","52.17","31%","-2%","77","28","5","23","33","18","76","3","29","169","0.28","-65"
"*051yz*","Dylan Holloway","STL","F","F","277","BHHC","24","4,500,000","BID","52.16","84%","0%","52","0","19","21","59","16","141","6","121","37","0.33","31"
"*0644f*","Ryan Leonard","WSH","F","F","278","CHKY","21","0","MNR","52.15","60%","0%","71","0","17","24","58","43","141","14","112","22","0.16","-94"
"*03pim*","Jeremy Lauzon","VGK","D","D","279","nebsnave","28","1,000,000","BID","51.95","26%","-1%","63","13","1","12","14","89","66","0","234","94","0.21","-1"
"*004p4*","Mikael Backlund","CGY","F","F","280","Wags8210","37","1,000,000","FA","51.91","24%","-2%","76","0","16","25","57","16","174","8","23","27","0.36","-13"
"*02un6*","Sean Monahan","CBJ","F","F","281","mertin","31","1,200,000","BID","51.83","48%","-2%","73","0","12","23","47","12","121","12","41","34","0.44","91"
"*04f0t*","Eetu Luostarinen","FLA","F","F","282","FA","27","1,000,000","FA","51.74","14%","0%","68","0","9","18","36","32","100","2","118","55","0.48","94"
"*01n84*","Alex Killorn","ANA","F","F","283","FA","36","1,000,000","FA","51.73","11%","+1%","77","0","13","17","43","40","136","6","64","29","0.34","57"
"*05ui2*","Logan Cooley","UTA","F","F","284","Lsleeves","21","5,800,000","BID","51.62","90%","-1%","48","0","22","16","60","26","92","10","49","23","0.36","61"
"*02ybk*","Artturi Lehkonen","COL","F","F","285","Wags8210","30","1,800,000","BID","51.54","75%","-1%","64","0","20","26","66","16","144","2","44","30","0.30","197"
"*042xa*","Ross Colton","COL","F","F","286","FA","29","1,000,000","FA","51.28","21%","-1%","66","0","9","15","33","13","141","0","147","24","0.39","267"
"*04lcf*","Joel Farabee","CGY","F","F","288","FA","26","1,000,000","FA","51.18","13%","0%","76","0","18","18","54","26","129","8","48","49","0.33","-5"
"*0243f*","Seth Jones","FLA","D","D","289","mcianfra","31","3,000,000","BID","51.16","81%","-1%","51","31","7","24","38","18","87","16","46","56","0.17","99"
"*031pq*","Andrew Copp","DET","F","F","290","FA","31","1,000,000","FA","51.08","15%","-3%","74","0","9","33","51","24","106","8","43","59","0.29","28"
"*01zti*","Tyler Toffoli","SJS","F","F","291","Wags8210","33","1,400,000","BID","51.06","56%","-1%","73","0","18","29","65","10","162","15","47","29","0.31","-49"
"*03w5s*","Ryan McLeod","BUF","F","F","292","FA","26","1,000,000","FA","51.06","38%","-6%","77","0","12","38","62","14","87","13","16","33","0.40","-13"
"*04f17*","Fabian Zetterlund","OTT","F","F","293","FA","26","1,000,000","FA","51.02","21%","-3%","77","0","13","15","41","16","122","7","144","29","0.47","90"
"*04zj5*","JJ Peterka","UTA","F","F","294","nebsnave","24","2,100,000","BID","50.96","70%","-2%","76","0","23","21","67","28","145","5","15","18","0.19","109"
"*05o4f*","Adam Klapka","CGY","F","F","295","mertin","25","1,000,000","FA","50.91","15%","0%","74","0","6","10","22","110","74","2","281","48","0.44","-58"
"*05r1i*","Matty Beniers","SEA","F","F","296","Lsleeves","23","1,600,000","BID","50.9","55%","-1%","75","0","19","27","65","23","142","11","30","64","0.23","-135"
"*04yn0*","Connor McMichael","WSH","F","F","297","FA","25","1,000,000","FA","50.86","47%","+1%","74","0","12","30","54","28","138","6","43","42","0.55","-70"
"*02wy4*","Max Domi","TOR","F","F","298","FA","31","1,000,000","FA","50.86","15%","-1%","75","0","11","24","46","91","109","8","35","32","0.28","-177"
"*03ec6*","Devon Toews","COL","D","D","299","FA","32","1,000,000","FA","50.7","56%","+1%","62","22","2","20","24","30","102","0","25","72","0.40","291"
"*05gd9*","Zack Bolduc","MTL","F","F","300","FA","23","1,000,000","FA","50.69","40%","-1%","75","0","11","17","39","28","99","6","157","40","0.29","10"
"*03rip*","John Marino","UTA","D","D","301","mcianfra","28","1,000,000","FA","50.69","19%","0%","76","34","4","30","38","16","52","1","27","67","0.24","213"
"*03rfx*","Tommy Novak","PIT","F","F","302","FA","28","1,000,000","FA","50.69","13%","-1%","78","0","15","25","55","24","121","7","12","33","0.51","49"
"*01z7v*","Sean Couturier","PHI","F","F","303","FA","33","1,000,000","FA","50.65","22%","0%","74","0","10","22","42","30","113","1","91","39","0.48","-11"
"*04qy7*","Kevin Bahl","CGY","D","D","304","FA","25","1,000,000","FA","50.58","9%","0%","75","18","4","14","22","47","57","2","113","99","0.47","-191"
"*0243e*","Gabriel Landeskog","COL","F","F","305","nebsnave","33","1,500,000","BID","50.58","64%","-1%","54","0","12","21","45","41","117","4","76","30","0.40","154"
"*059e2*","Justin Sourdif","WSH","F","F","306","nebsnave","24","0","MNR","50.5","24%","0%","74","0","15","18","48","35","104","3","93","39","0.36","15"
"*05ylt*","Zach Benson","BUF","F","F","307","sweinste","20","1,100,000","BID","50.37","47%","-3%","60","0","10","26","46","38","102","6","38","19","0.55","87"
"*03ebr*","Michael Amadio","OTT","F","F","308","FA","29","1,000,000","FA","50.27","6%","-3%","77","0","13","19","45","18","91","0","99","47","0.58","17"
"*04xjf*","Owen Power","BUF","D","D","309","mertin","23","2,400,000","BID","50.23","49%","-3%","76","26","8","18","34","14","114","3","29","87","0.28","56"
"*05ril*","Simon Nemec","NJD","D","D","310","TommyG10","22","1,100,000","BID","50.2","55%","-1%","63","26","11","15","37","24","94","2","20","91","0.31","31"
"*04ye8*","Jordan Spence","OTT","D","D","311","FA","25","1,000,000","FA","50.17","31%","+2%","68","28","6","22","34","16","98","2","51","56","0.23","432"
"*05ran*","Matt Coronato","CGY","F","F","312","Lsleeves","23","1,600,000","BID","50.07","44%","0%","75","0","17","23","57","24","184","13","20","22","0.30","5"
"*025me*","Brenden Dillon","NJD","D","D","313","CHKY","35","1,000,000","FA","50.06","18%","0%","77","15","3","12","18","72","50","1","189","97","0.20","-18"
"*00qnu*","Drew Doughty","LAK","D","D","314","CHKY","36","2,100,000","BID","49.98","45%","0%","66","22","5","17","27","36","93","2","45","70","0.23","172"
"*05ymj*","Jimmy Snuggerud","STL","F","F","316","sweinste","21","0","MNR","49.88","69%","0%","63","0","17","22","56","16","146","8","68","35","0.47","-69"
"*04gek*","Sean Durzi","UTA","D","D","317","FA","27","1,000,000","FA","49.6","43%","-2%","55","25","5","20","30","50","74","4","38","83","0.18","141"
"*05981*","Louis Crevier","CHI","D","D","318","FA","24","1,000,000","FA","49.59","18%","-1%","73","21","5","16","26","61","110","2","117","90","0.23","-153"
"*02nou*","Brady Skjei","NSH","D","D","319","btsay45","32","1,300,000","BID","49.51","18%","0%","76","24","2","22","26","34","106","3","70","75","0.28","-101"
"*03eb3*","Christian Dvorak","PHI","F","F","320","FA","30","1,000,000","FA","49.5","28%","+3%","76","0","17","32","66","25","144","5","36","48","0.34","-111"
"*01sio*","Mats Zuccarello","MIN","F","F","321","HeatDady","38","1,100,000","BID","49.48","57%","-1%","57","0","15","36","66","18","120","19","16","26","0.19","19"
"*003kg*","Patrick Kane","DET","F","F","322","mcianfra","37","1,100,000","BID","49.38","71%","-1%","62","0","15","37","67","16","161","16","20","24","0.11","58"
"*0644b*","Will Smith","SJS","F","F","323","SPG","21","1,600,000","BID","49.22","87%","0%","62","0","22","32","76","16","152","16","12","10","0.16","-25"
"*02i6q*","Nate Schmidt","UTA","D","D","324","HeatDady","34","1,000,000","FA","49.17","8%","-1%","76","21","5","16","26","22","82","0","76","91","0.21","243"
"*05uao*","Collin Graf","SJS","F","F","325","mcianfra","23","1,000,000","FA","49.16","33%","-1%","74","0","20","23","63","10","111","4","76","47","0.58","-158"
"*04qy0*","Jack Drury","COL","F","F","326","FA","26","1,000,000","FA","49.06","11%","+2%","75","0","10","17","37","31","88","0","44","56","0.58","243"
