"ID","Player","Team","Position","Prim Pos","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","TK/GV","Cor"
"*03d0k*","Jorgen Karterud","(N/A)","F","F","4109","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060yg*","Roni Karvinen","(N/A)","F","F","4110","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rgw*","David Kase","CAR","F","F","4112","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eem*","Ondrej Kase","(N/A)","F","F","4113","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ugh*","Evgeni Kashnikov","SJS","D","D","4114","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cfn*","Artyom Kashtanov","(N/A)","F","F","4115","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ymc*","Oliwer Kaski","CAR","D","D","4117","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o68*","Olli Kaskinen","(N/A)","D","D","4118","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x9o*","Matej Kaslik","(N/A)","F","F","4120","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0046h*","Lukas Kaspar","PHI","F","F","4121","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042xb*","Tanner Kaspick","SJS","F","F","4122","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004oc*","Matt Kassian","(N/A)","F","F","4123","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f3k*","Zack Kassian","(N/A)","F","F","4124","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u3b*","Dmitri Katelevsky","(N/A)","F","F","4125","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01cwt*","Mark Katic","(N/A)","D","D","4126","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r62*","Simon Katolicky","(N/A)","F","F","4127","FA","17","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tmg*","Lev Katzin","(N/A)","F","F","4128","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01t65*","Ray Kaunisto","(N/A)","F","F","4129","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ote*","Martin Kaut","SJS","F","F","4130","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05g3y*","Jordan Kawaguchi","(N/A)","F","F","4132","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042vv*","Artur Kayumov","CHI","F","F","4133","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wqm*","Maxim Kazakov","(N/A)","F","F","4134","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02npy*","Justin Kea","(N/A)","F","F","4135","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xcv*","Gerard Keane","(N/A)","D","D","4136","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mr1*","Joey Keane","SJS","D","D","4137","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mbh*","Marcus Kearsey","CBJ","D","D","4138","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fh6*","Austen Keating","(N/A)","F","F","4139","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0637v*","Roman Kechter","(N/A)","F","F","4140","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004k9*","Adam Keefe","(N/A)","F","F","4141","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bng*","Larry Keenan","DET","D","D","4142","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038tc*","Mike Keenan","(N/A)","D","D","4143","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04nq3*","Brady Keeper","(N/A)","D","D","4144","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04mx4*","Colton Kehler","(N/A)","F","F","4146","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061jr*","Theo Keilin","(N/A)","F","F","4147","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004j6*","Matt Keith","CGY","F","F","4148","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ykp*","Milos Kelemen","UTA","F","F","4149","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xms*","Tyler Kelleher","DAL","F","F","4150","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ffv*","Matthew Kellenberger","(N/A)","D","D","4151","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0048p*","Justin Keller","(N/A)","F","F","4153","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01dor*","Ryan Keller","(N/A)","F","F","4154","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ugq*","Connor Kelley","COL","D","D","4155","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03oxe*","Joel Kellman","SJS","F","F","4156","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g23*","Aidan Kelly","(N/A)","F","F","4157","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01unx*","Dan Kelly","(N/A)","D","D","4158","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yn2*","Brett Kemp","(N/A)","F","F","4160","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f8r*","Philip Kemp","PIT","D","D","4161","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*024dj*","Mario Kempe","(N/A)","F","F","4162","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ugi*","Hank Kempf","COL","D","D","4163","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03z3u*","Michal Kempny","(N/A)","D","D","4165","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03mmz*","Joonas Kemppainen","(N/A)","F","F","4166","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*033m3*","Ronalds Kenins","(N/A)","F","F","4167","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n7v*","Matt Kennedy","(N/A)","F","F","4168","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0058g*","Tim Kennedy","(N/A)","F","F","4169","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0045g*","Tyler Kennedy","(N/A)","F","F","4170","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4a*","Sean Keohane","BUF","D","D","4171","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04z0f*","Ethan Keppen","FLA","F","F","4173","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ank*","Michael Keranen","(N/A)","F","F","4174","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lo1*","Braidon Kerbs","(N/A)","F","F","4175","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02noz*","Nicolas Kerdiles","(N/A)","F","F","4176","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06zre*","Jack Kernan","(N/A)","F","F","4178","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03npe*","Tanner Kero","COL","F","F","4179","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ckv*","Oiva Keskinen","CBJ","F","F","4180","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01s84*","Blake Kessel","(N/A)","D","D","4181","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003fw*","Phil Kessel","(N/A)","F","F","4182","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061mk*","Colin Kessler","(N/A)","F","F","4183","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02frk*","Kale Kessy","TBL","F","F","4184","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0597s*","Josh Kestner","(N/A)","F","F","4185","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rng*","Juuso Ketola","(N/A)","D","D","4186","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sqt*","Peyton Kettles","PIT","D","D","4187","FA","18","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pyx*","Benjamin Kevan","NJD","F","F","4188","FA","19","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02npo*","Jujhar Khaira","(N/A)","F","F","4190","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05y06*","Marat Khairullin","(N/A)","F","F","4191","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06l22*","Makar Khanin","MTL","F","F","4192","FA","21","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051vg*","Arsen Khisamutdinov","MTL","F","F","4194","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fpo*","Patrick Khodorenko","NYR","F","F","4195","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02b3z*","Alex Khokhlachev","(N/A)","F","F","4196","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04llt*","Ilya Khokhlov","(N/A)","D","D","4197","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003xu*","Ivan Khomutov","NJD","F","F","4198","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rsf*","Nikita Khoruzhev","(N/A)","F","F","4199","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ajm*","Alexander Khovanov","(N/A)","F","F","4200","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060pu*","Nikolai Khvorov","(N/A)","F","F","4201","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fno*","Brenden Kichton","(N/A)","D","D","4202","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tuy*","Riley Kidney","OTT","F","F","4203","FA","23","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065k0*","Darien Kielb","EDM","D","D","4204","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*049dv*","Kameron Kielly","(N/A)","F","F","4206","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*066q0*","Jesse Kiiskinen","DET","F","F","4208","nbracken","20","0","MNR","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01sw1*","Tuomas Kiiskinen","(N/A)","F","F","4209","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03nsr*","Alex Kile","PHI","F","F","4210","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ydu*","Liam Kilfoil","DET","F","F","4211","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g28*","Matt Killian","(N/A)","D","D","4213","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qz9*","Lenni Killinen","CAR","F","F","4214","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061bi*","Maximilian Kilpinen","DET","F","F","4216","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04nfh*","Michael Kim","WSH","D","D","4217","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r69*","Oskar Kind Bakkevig","(N/A)","F","F","4218","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003pe*","Jakub Kindl","(N/A)","D","D","4219","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05a8j*","Bryce Kindopp","(N/A)","F","F","4220","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xca*","Ben King","TOR","F","F","4221","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06idc*","Carter King","MTL","F","F","4222","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0047r*","D.J. King","(N/A)","F","F","4223","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pmy*","D.J. King","CHI","D","D","4224","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015ps*","Dwight King","(N/A)","F","F","4225","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l94*","Jeff King","TOR","D","D","4226","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mw1*","Tristan King","(N/A)","F","F","4227","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06uz1*","Shaan Kingwell","(N/A)","F","F","4228","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gyh*","Gunner Kinniburgh","CBJ","D","D","4230","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r1i*","Santtu Kinnunen","FLA","D","D","4231","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yfv*","Johannes Kinnvall","(N/A)","D","D","4232","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01cj5*","Geoff Kinrade","(N/A)","D","D","4233","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c56*","Justin Kipkie","MIN","D","D","4234","FA","20","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ug0*","Tim Kirby","(N/A)","D","D","4235","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04kyq*","Clayton Kirichenko","LAK","D","D","4236","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r12*","Liam Kirk","UTA","F","F","4237","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tqo*","Kirill Kirsanov","LAK","D","D","4238","FA","23","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03l0u*","Luke Kirwan","DET","F","F","4240","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0667d*","Ryan Kirwan","TOR","F","F","4241","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r6c*","Nikita Kiryanov","(N/A)","F","F","4242","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05tqq*","Alexander Kisakov","BUF","F","F","4243","FA","23","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04dd0*","Bogdan Kiselevich","(N/A)","D","D","4244","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02j3u*","Scott Kishel","MTL","D","D","4245","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04iw9*","Julian Kislin","(N/A)","D","D","4246","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zuv*","Maxim Kitsyn","(N/A)","F","F","4247","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r14*","Otto Kivenmaki","DET","F","F","4248","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031qq*","Teemu Kivihalme","TOR","D","D","4250","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rjz*","Aron Kiviharju","MIN","D","D","4251","mcianfra","20","0","MNR","0","10%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0746h*","Aleksi Kivioja","(N/A)","F","F","4252","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*027c6*","Tommi Kivisto","(N/A)","D","D","4253","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r1m*","Semyon Kizimov","TOR","F","F","4254","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r0i*","Simon Kjellberg","NYR","D","D","4255","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01tkm*","Linus Klasen","(N/A)","F","F","4256","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uej*","Gabe Klassen","PIT","F","F","4257","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01gat*","Sam Klassen","(N/A)","D","D","4258","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mbn*","Adam Kleber","BUF","D","D","4259","FA","20","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cl2*","David Klee","SJS","F","F","4260","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02b3g*","Oscar Klefbom","(N/A)","D","D","4261","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003wk*","Kevin Klein","(N/A)","D","D","4263","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mk9*","Anton Klementyev","(N/A)","D","D","4264","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004cf*","Jakub Klepis","(N/A)","F","F","4265","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0744a*","Nikita Klepov","(N/A)","F","F","4266","FA","17","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05niw*","Karel Klikorka","(N/A)","D","D","4267","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xay*","Kelly Klima","(N/A)","F","F","4268","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xaz*","Kevin Klima","UTA","F","F","4269","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03168*","Morgan Klimchuk","(N/A)","F","F","4270","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ttm*","Danila Klimovich","VAN","F","F","4271","FA","23","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dqy*","Ivan Klimovich","(N/A)","F","F","4272","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bdf*","Yegor Klimovich","(N/A)","F","F","4273","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f6e*","Carl Klingberg","(N/A)","F","F","4274","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pyn*","Viktor Klingsell","WPG","F","F","4275","FA","19","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01cwv*","Rob Klinkhammer","(N/A)","F","F","4276","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xxr*","Carter Klippenstein","MIN","F","F","4277","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xuc*","Lukas Klok","UTA","D","D","4278","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03c6l*","Justin Kloos","(N/A)","F","F","4279","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005hf*","Garrett Klotz","(N/A)","F","F","4280","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uod*","Kyle Klubertanz","(N/A)","D","D","4282","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060x9*","Viliam Kmec","VGK","D","D","4283","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015ow*","Jordan Knackstedt","(N/A)","F","F","4284","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05nxy*","Simon Knak","NSH","F","F","4285","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ltg*","Samuel Knazko","(N/A)","D","D","4287","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01t5y*","Dion Knelsen","(N/A)","F","F","4288","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*049vl*","Artemi Kniazev","(N/A)","D","D","4289","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043c4*","William Knierim","(N/A)","F","F","4290","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0243j*","Corban Knight","(N/A)","F","F","4291","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ztc*","Jared Knight","(N/A)","F","F","4292","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02gvp*","Eric Knodel","(N/A)","D","D","4293","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ffp*","Nate Knoepke","(N/A)","D","D","4294","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yk2*","Ronald Knot","UTA","D","D","4295","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rf6*","Graham Knott","(N/A)","F","F","4296","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0618g*","Cole Knuble","PHI","F","F","4298","FA","21","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02j0i*","Igor Knyazev","(N/A)","D","D","4299","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05248*","Nikolai Knyzhov","(N/A)","D","D","4300","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eck*","Nikolas Koberstein","MTL","D","D","4301","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xvx*","Tinus Luc Koblar","TOR","F","F","4302","FA","18","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06taq*","Cash Koch","(N/A)","F","F","4303","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061kv*","Gabriel Koch","(N/A)","D","D","4304","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c2u*","Patrik Koch","UTA","D","D","4305","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zny*","Nikita Kochubeynik","(N/A)","F","F","4306","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02jxz*","Slater Koekkoek","EDM","D","D","4307","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05908*","Filip Koffer","(N/A)","F","F","4308","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003zf*","Dustin Kohn","(N/A)","D","D","4309","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0484r*","Mason Kohn","(N/A)","F","F","4310","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mbm*","Aatos Koivu","MTL","F","F","4311","FA","19","1,000,000","FA","0","5%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042xc*","Otto Koivula","(N/A)","F","F","4312","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ywc*","Denis Kokarev","(N/A)","F","F","4313","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ohf*","Ignat Kokhanin","(N/A)","F","F","4314","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
