"ID","Player","Team","Position","Prim Pos","Rookie","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","Tk","Cor"
"*03734*","Sergey Tolchinsky","(N/A)","F","F","","8004","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cfq*","Jacob Toll","(N/A)","D","D","","8005","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003nb*","Ole-Kristian Tollefsen","(N/A)","D","D","","8006","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ojc*","Cameron Tolnai","(N/A)","F","F","","8007","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0043p*","Denis Tolpeko","(N/A)","F","F","","8008","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07a2g*","Petr Tomek","(N/A)","F","F","","8011","FA","17","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076ri*","Tobias Tomik","(N/A)","F","F","","8012","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076xl*","William Tomko","SEA","F","F","R","8014","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g1g*","Henrik Tommernes","(N/A)","D","D","","8015","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*049tj*","Luke Toporowski","(N/A)","F","F","","8016","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*045cn*","Jordan Topping","(N/A)","F","F","","8017","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r7e*","Kyle Topping","(N/A)","F","F","","8018","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05kja*","Daniel Torgersson","(N/A)","F","F","","8020","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oz2*","Tobias Tornqvist","(N/A)","F","F","","8021","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0219i*","Zack Torquato","(N/A)","F","F","","8022","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04gz2*","Jacob Tortora","(N/A)","F","F","","8023","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c6z*","Djibril Toure","OTT","D","D","","8025","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bdv*","Jordan Tourigny","MIN","D","D","","8026","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uw6*","Miguel Tourigny","MTL","D","D","","8027","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072fn*","Niko Tournas","BOS","F","F","","8028","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01szz*","Mathieu Tousignant","CGY","F","F","","8029","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c4c*","Teddy Townsend","(N/A)","F","F","","8031","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zo4*","Brayden Tracey","(N/A)","F","F","","8032","FA","25","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mh1*","Herman Traff","ANA","F","F","","8034","FA","20","1,000,000","FA","0","5%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0322x*","Peter Trainor","BUF","F","F","","8035","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05x7c*","Eduards Tralmaks","EDM","F","F","","8036","FA","29","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uh2*","Travis Treloar","(N/A)","F","F","","8038","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0724j*","Teydon Trembecky","(N/A)","F","F","","8039","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*026h9*","Hunter Tremblay","(N/A)","F","F","","8041","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004no*","Jonathan Tremblay","(N/A)","F","F","","8042","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01n83*","Nicholas Tremblay","BOS","F","F","","8043","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0598s*","Maxim Trepanier","(N/A)","F","F","","8044","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pyj*","Charlie Trethewey","PIT","D","D","","8045","FA","19","1,000,000","FA","0","4%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003gk*","T.J. Trevelyan","(N/A)","F","F","","8048","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ym4*","Gleb Trikozov","CAR","F","F","","8049","FA","22","1,000,000","FA","0","9%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ria*","Bobby Trivigno","NYR","F","F","","8050","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mtq*","Corey Trivino","NYI","F","F","","8051","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kgy*","Steven Trojanovic","(N/A)","D","D","","8053","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02o7v*","Branden Troock","(N/A)","F","F","","8055","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ztu*","Zach Trotman","PIT","D","D","","8056","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0054h*","Brock Trotter","(N/A)","F","F","","8057","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072jt*","Parker Trottier","MTL","F","F","R","8058","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*073q5*","Felix Trudeau","STL","F","F","","8059","FA","24","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05u4d*","William Trudeau","NYR","D","D","","8061","FA","23","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l90*","Alexander True","FLA","F","F","","8062","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003r9*","Vyacheslav Trukhno","(N/A)","F","F","","8063","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xd5*","Scott Truman","(N/A)","F","F","","8064","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01gjr*","Maxim Trunev","MTL","F","F","","8065","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kgz*","Evan Trupp","(N/A)","F","F","","8066","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ltw*","Jacob Truscott","DET","D","D","","8067","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03avw*","Nikita Tryamkin","(N/A)","D","D","","8068","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eej*","Dwyer Tschantz","STL","F","F","","8069","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05td9*","Sean Tschigerl","(N/A)","F","F","","8070","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c9c*","Yaroslav Tsulygin","(N/A)","D","D","","8071","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*059dl*","Alexei Tsyplakov","(N/A)","F","F","","8072","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05kbm*","Luke Tuch","CBJ","F","F","","8074","FA","24","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04w55*","Odeen Tufto","(N/A)","F","F","","8075","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072hy*","Leevi Tukiainen","(N/A)","F","F","","8076","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*078cc*","Ossi Tukio","(N/A)","D","D","","8077","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003tp*","Lauri Tukonen","(N/A)","F","F","","8078","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c1u*","Oliver Tulk","(N/A)","F","F","","8079","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ku8*","Tyler Tullio","UTA","F","F","","8080","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0244y*","Kirill Tulupov","(N/A)","D","D","","8081","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003sd*","Martin Tuma","(N/A)","D","D","","8082","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076x7*","Cole Tuminaro","COL","D","D","R","8083","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zj2*","Samu Tuomaala","(N/A)","F","F","","8086","FA","23","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yaw*","Parker Tuomie","(N/A)","F","F","","8087","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051td*","Antti Tuomisto","VGK","D","D","","8088","FA","25","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l7x*","Yanick Turcotte","(N/A)","F","F","","8089","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eb8*","Dominic Turgeon","MIN","F","F","","8090","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038n5*","Tony Turgeon","FLA","D","D","","8091","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xxo*","Brady Turko","ANA","F","F","","8092","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04arp*","Jerry Turkulainen","(N/A)","F","F","","8093","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01cid*","Travis Turnbull","(N/A)","F","F","","8094","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*071wv*","Oliver Turner","(N/A)","D","D","","8095","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yjv*","Teemu Turunen","(N/A)","F","F","","8097","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042y8*","Eetu Tuulola","CGY","F","F","","8098","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rjd*","Joni Tuulola","(N/A)","D","D","","8099","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ux4*","Leo Tuuva","(N/A)","F","F","","8100","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wny*","Nick Tuzzolino","OTT","D","D","","8101","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fqc*","Marek Tvrdon","DET","F","F","","8102","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042wh*","Carsen Twarynski","VAN","F","F","","8104","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04afm*","Artur Tyanulin","(N/A)","F","F","","8105","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcv*","Jonathan Tychonick","(N/A)","D","D","","8106","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04l84*","Cole Tymkin","(N/A)","F","F","","8107","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015oo*","Dana Tyrell","(N/A)","F","F","","8109","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*027h0*","Antti Tyrvainen","(N/A)","F","F","","8110","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f7g*","Jarret Tyszka","MTL","D","D","","8111","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xxy*","Nikita Tyurin","DET","D","D","","8112","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05lts*","Pavel Tyutnev","(N/A)","F","F","","8113","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051vx*","Kirill Tyutyayev","DET","F","F","","8114","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0598e*","Eric Uba","UTA","F","F","","8115","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05n1i*","Jake Uberti","(N/A)","F","F","","8116","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05gt3*","Zach Uens","TBL","D","D","","8117","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fsp*","Dominik Uher","(N/A)","F","F","","8118","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06md9*","Darels Uljanskis","ANA","D","D","","8119","FA","20","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02417*","David Ullstrom","(N/A)","F","F","","8121","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031qh*","Cole Ully","(N/A)","F","F","","8122","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038n4*","Denny Urban","FLA","D","D","","8126","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cab*","Jan Urbas","(N/A)","F","F","","8128","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mjd*","Alexander Urbom","(N/A)","D","D","","8129","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sn1*","Zach Urdahl","PIT","F","F","","8130","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076yk*","Anttoni Uronen","CBJ","F","F","R","8131","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06c1v*","Tuomas Uronen","VGK","F","F","","8132","FA","21","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06por*","Loic Usereau","ANA","D","D","","8133","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*059z1*","Ilya Usov","(N/A)","F","F","","8134","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03eed*","Matt Ustaski","(N/A)","F","F","","8135","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06md4*","Daniil Ustinkov","(N/A)","D","D","","8137","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qzw*","Toni Utunen","VAN","D","D","","8139","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062ni*","Jak Vaarwerk","(N/A)","F","F","","8140","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02j0m*","Martin Vagner","(N/A)","D","D","","8142","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*070h1*","Eetu Vahalahti","(N/A)","D","D","","8143","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03edo*","Julius Vahatalo","DET","F","F","","8144","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02nql*","Brady Vail","(N/A)","F","F","","8145","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rid*","Veeti Vainio","(N/A)","D","D","","8146","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02o7k*","Mikko Vainonen","(N/A)","D","D","","8147","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06luu*","Joona Vaisanen","PIT","D","D","","8148","FA","22","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uf3*","Kalle Vaisanen","BOS","F","F","","8149","FA","23","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hcu*","Veeti Vaisanen","UTA","D","D","","8150","FA","20","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rmv*","Justin Vaive","(N/A)","F","F","","8151","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043r6*","Ondrej Vala","DAL","D","D","","8152","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003fc*","Boris Valabik","(N/A)","D","D","","8153","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065ga*","Reid Valade","(N/A)","F","F","","8154","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sfv*","Liam Valente","BUF","F","F","","8155","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004km*","Pavel Valentenko","(N/A)","D","D","","8156","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kip*","Dallas Valentine","(N/A)","D","D","","8157","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023fx*","Scott Valentine","(N/A)","D","D","","8158","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*070fq*","Adam Valentini","UTA","F","F","R","8159","FA","18","1,000,000","FA","0","12%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ebc*","Rinat Valiev","(N/A)","D","D","","8161","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048x7*","Juuso Valimaki","CAR","D","D","","8162","FA","27","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06chj*","Borya Valis","TOR","F","F","","8163","FA","22","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cys*","Curtis Valk","(N/A)","F","F","","8164","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcu*","Giovanni Vallati","CBJ","D","D","","8165","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ua1*","Nolan Valleau","(N/A)","D","D","","8166","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ygt*","David Vallorani","(N/A)","F","F","","8167","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06oxt*","Matthew Van Blaricom","(N/A)","F","F","","8168","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03bnh*","Bryce Van Brabant","(N/A)","F","F","","8169","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051x8*","Jackson van de Leest","NJD","D","D","","8745","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*070gz*","Guus Van der Kaaij","(N/A)","D","D","","8178","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*030vi*","Mark Van Guilder","(N/A)","F","F","","8170","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06r6d*","Shea Van Olm","(N/A)","F","F","","8171","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051yy*","Chris Van Os-Shaw","(N/A)","F","F","","8172","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03enb*","Brendan van Riemsdyk","(N/A)","F","F","","8744","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xbd*","Ryan Van Stralen","EDM","F","F","","8174","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mjf*","Lucas Van Vliet","VGK","F","F","","8175","FA","20","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mix*","Jack Van Volsen","(N/A)","F","F","","8176","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*065jq*","Garrett Van Wyhe","NJD","F","F","","8177","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mb2*","Marek Vanacker","CHI","F","F","","8180","CGN","20","0","MNR","0","21%","-4%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g30*","Troy Vance","(N/A)","D","D","","8181","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rfu*","Mitch Vande Sompel","FLA","D","D","","8182","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0760q*","Thomas Vandenberg","LAK","F","F","R","8184","FA","18","1,000,000","FA","0","5%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0667c*","A.J. Vanderbeck","(N/A)","F","F","","8185","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023os*","Chris VandeVelde","(N/A)","F","F","","8183","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076xq*","Jacob Vandeven","BOS","D","D","R","8186","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0760k*","Jakub Vanecek","DAL","D","D","R","8187","FA","18","1,000,000","FA","0","10%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xwp*","Blake Vanek","OTT","F","F","","8188","FA","19","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ydv*","Matias Vanhanen","NJD","F","F","R","8189","FA","19","1,000,000","FA","0","12%","-2%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yb8*","Lassi Vanhatalo","(N/A)","F","F","","8190","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*076re*","Vilho Vanhatalo","FLA","F","F","R","8191","FA","18","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ec0*","Alexis Vanier","SJS","D","D","","8192","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031o7*","Tommy Vannelli","(N/A)","D","D","","8193","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pz0*","Shane Vansaghi","PHI","F","F","","8194","FA","19","1,000,000","FA","0","8%","-1%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06clc*","Nicholas VanTassell","OTT","F","F","","8179","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07548*","Kalder Varga","COL","F","F","","8195","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02igf*","Philip Varone","(N/A)","F","F","","8197","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048kt*","Charlie Vasaturo","TBL","D","D","","8198","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02odz*","Valeri Vasiliev","(N/A)","D","D","","8199","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0569r*","Anton Vasilyev","(N/A)","F","F","","8200","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06unf*","Malte Vass","CBJ","D","D","","8201","FA","19","1,000,000","FA","0","3%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01s4e*","Sami Vatanen","(N/A)","D","D","","8202","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pp4*","Corbin Vaughan","NYR","D","D","","8203","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06poq*","Jaxsin Vaughan","ANA","F","F","","8204","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07919*","Parker Vaughan","(N/A)","F","F","","8205","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03knz*","Scooter Vaughan","(N/A)","F","F","","8206","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03m1s*","Taylor Vause","(N/A)","F","F","","8207","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03lrb*","Mike Vecchione","WSH","F","F","","8210","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cea*","Maxim Vehovsky","(N/A)","F","F","","8213","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005i3*","Keven Veilleux","UTA","F","F","","8215","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06tml*","Philippe Veilleux","(N/A)","F","F","","8216","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031sp*","Tommy Veilleux","NSH","F","F","","8217","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
